Juego,R1, P1, R2, P2, R3, P3, R4, P4, R5, P5, R6, P6, R7, P7, R8, P8, R9, P9, R10, P10
98347, 163968, 1.0, 10, 1.0, 100423, 1.0, 72125, 1.0, 85250, 1.0, 2346, 1.0, 66356, 1.0, 228668, 1.0, 91872, 1.0, 172220, 1.0, 
33160, 230802, 5.0, 19100, 5.0, 50, 5.0, 24480, 5.0, 3076, 5.0, 12, 5.0, 28143, 5.0, 8217, 5.0, 40692, 5.0, 21790, 5.0, 
1334, 33160, 2.0, 85250, 2.0, 2346, 2.0, 45315, 2.0, 102548, 2.0, 40834, 2.0, 36218, 2.0, 37907, 2.0, 162082, 2.0, 30380, 2.0, 
168770, 1334, 1.0, 33160, 1.0, 98347, 1.0, 163968, 1.0, 10, 1.0, 100423, 1.0, 72125, 1.0, 85250, 1.0, 2346, 1.0, 66356, 1.0, 
193560, 163968, 2.0, 10, 2.0, 100423, 2.0, 72125, 2.0, 36218, 2.0, 179572, 2.0, 150376, 2.0, 125678, 2.0, 131357, 2.0, 147151, 2.0, 
113294, 28143, 7.0, 8217, 7.0, 40692, 7.0, 224316, 7.0, 822, 6.0, 5782, 6.0, 201808, 6.0, 84876, 6.0, 230802, 6.0, 157354, 6.0, 
206718, 113294, 4.0, 163968, 4.0, 91312, 4.0, 147151, 4.0, 5782, 4.0, 201808, 4.0, 278, 4.0, 84876, 4.0, 153938, 4.0, 136888, 4.0, 
244918, 155703, 1.0, 206718, 1.0, 113294, 1.0, 193560, 1.0, 168770, 1.0, 1334, 1.0, 33160, 1.0, 98347, 1.0, 163968, 1.0, 10, 1.0, 
226520, 244918, 1.0, 155703, 1.0, 206718, 1.0, 113294, 1.0, 193560, 1.0, 168770, 1.0, 1334, 1.0, 33160, 1.0, 98347, 1.0, 163968, 1.0, 
122842, 226520, 1.0, 244918, 1.0, 155703, 1.0, 206718, 1.0, 113294, 1.0, 193560, 1.0, 168770, 1.0, 1334, 1.0, 33160, 1.0, 98347, 1.0, 
71074, 206718, 3.0, 113294, 3.0, 33160, 3.0, 163968, 3.0, 72125, 3.0, 97207, 3.0, 232219, 3.0, 91312, 3.0, 171669, 3.0, 150376, 3.0, 
172225, 71074, 1.0, 122842, 1.0, 226520, 1.0, 244918, 1.0, 155703, 1.0, 206718, 1.0, 113294, 1.0, 193560, 1.0, 168770, 1.0, 1334, 1.0, 
171011, 172225, 1.0, 71074, 1.0, 122842, 1.0, 226520, 1.0, 244918, 1.0, 155703, 1.0, 206718, 1.0, 113294, 1.0, 193560, 1.0, 168770, 1.0, 
177736, 36218, 5.0, 84876, 5.0, 230802, 5.0, 157354, 5.0, 170042, 5.0, 34635, 5.0, 171623, 5.0, 39856, 4.0, 161417, 4.0, 167791, 4.0, 
32125, 113294, 2.0, 33160, 2.0, 10, 2.0, 45315, 2.0, 66171, 2.0, 13004, 2.0, 40834, 2.0, 36218, 2.0, 521, 2.0, 27746, 2.0, 
12495, 40628, 1.0, 79828, 1.0, 32125, 1.0, 177736, 1.0, 171011, 1.0, 172225, 1.0, 71074, 1.0, 122842, 1.0, 226520, 1.0, 244918, 1.0, 
206941, 40628, 2.0, 79828, 2.0, 113294, 2.0, 2346, 2.0, 232219, 2.0, 62219, 2.0, 92828, 2.0, 162082, 2.0, 54998, 2.0, 143986, 2.0, 
83667, 206941, 1.0, 12495, 1.0, 40628, 1.0, 79828, 1.0, 32125, 1.0, 177736, 1.0, 171011, 1.0, 172225, 1.0, 71074, 1.0, 122842, 1.0, 
15511, 113294, 4.0, 33160, 4.0, 5782, 4.0, 201808, 4.0, 278, 4.0, 230802, 4.0, 19100, 4.0, 27162, 4.0, 50, 4.0, 42487, 4.0, 
199478, 15511, 1.0, 157354, 1.0, 83667, 1.0, 206941, 1.0, 12495, 1.0, 40628, 1.0, 79828, 1.0, 32125, 1.0, 177736, 1.0, 171011, 1.0, 
100901, 157354, 3.0, 79828, 3.0, 113294, 3.0, 232219, 3.0, 245638, 3.0, 201808, 3.0, 155426, 3.0, 84876, 3.0, 136888, 3.0, 236457, 3.0, 
121297, 100901, 1.0, 199478, 1.0, 15511, 1.0, 157354, 1.0, 83667, 1.0, 206941, 1.0, 12495, 1.0, 40628, 1.0, 79828, 1.0, 32125, 1.0, 
168679, 157354, 4.0, 113294, 4.0, 163968, 4.0, 72125, 4.0, 150376, 4.0, 147151, 4.0, 5782, 4.0, 178900, 4.0, 239188, 4.0, 155426, 4.0, 
136063, 168679, 3.0, 15511, 3.0, 157354, 3.0, 71074, 3.0, 206718, 3.0, 113294, 3.0, 33160, 3.0, 163968, 3.0, 72125, 3.0, 97207, 3.0, 
65244, 168679, 4.0, 157354, 4.0, 113294, 4.0, 163968, 4.0, 72125, 4.0, 150376, 4.0, 147151, 4.0, 5782, 4.0, 178900, 4.0, 239188, 4.0, 
140603, 172, 2.0, 100901, 2.0, 157354, 2.0, 206941, 2.0, 40628, 2.0, 79828, 2.0, 113294, 2.0, 2346, 2.0, 232219, 2.0, 62219, 2.0, 
19624, 66188, 2.0, 175914, 2.0, 157354, 2.0, 40628, 2.0, 79828, 2.0, 177736, 2.0, 155703, 2.0, 1334, 2.0, 33160, 2.0, 85250, 2.0, 
155693, 103343, 1.0, 173090, 1.0, 125153, 1.0, 43570, 1.0, 19624, 1.0, 66188, 1.0, 140603, 1.0, 65244, 1.0, 136063, 1.0, 172, 1.0, 
37376, 155693, 1.0, 103343, 1.0, 173090, 1.0, 125153, 1.0, 43570, 1.0, 19624, 1.0, 66188, 1.0, 140603, 1.0, 65244, 1.0, 136063, 1.0, 
30539, 37376, 1.0, 155693, 1.0, 103343, 1.0, 173090, 1.0, 125153, 1.0, 43570, 1.0, 19624, 1.0, 66188, 1.0, 140603, 1.0, 65244, 1.0, 
59, 30539, 1.0, 37376, 1.0, 155693, 1.0, 103343, 1.0, 173090, 1.0, 125153, 1.0, 43570, 1.0, 19624, 1.0, 66188, 1.0, 140603, 1.0, 
2266, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 246192, 1.0, 59, 1.0, 30539, 1.0, 37376, 1.0, 155693, 1.0, 103343, 1.0, 
154086, 66362, 3.0, 143693, 3.0, 173090, 3.0, 43570, 3.0, 65244, 3.0, 136063, 3.0, 168679, 3.0, 15511, 3.0, 157354, 3.0, 71074, 3.0, 
164338, 154086, 1.0, 195539, 1.0, 2266, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 246192, 1.0, 59, 1.0, 30539, 1.0, 
40770, 164338, 1.0, 154086, 1.0, 195539, 1.0, 2266, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 246192, 1.0, 59, 1.0, 
93, 9216, 4.0, 19857, 4.0, 66188, 4.0, 18602, 4.0, 31260, 4.0, 50, 4.0, 24480, 4.0, 2651, 4.0, 555, 4.0, 3076, 4.0, 
146886, 66362, 5.0, 143693, 5.0, 157354, 5.0, 245638, 5.0, 155426, 5.0, 84876, 5.0, 136888, 5.0, 159508, 5.0, 90419, 5.0, 176494, 5.0, 
151247, 146886, 3.0, 154086, 3.0, 66362, 3.0, 143693, 3.0, 173090, 3.0, 43570, 3.0, 65244, 3.0, 136063, 3.0, 168679, 3.0, 15511, 3.0, 
132372, 43570, 2.0, 157354, 2.0, 177736, 2.0, 206718, 2.0, 113294, 2.0, 163968, 2.0, 10, 2.0, 36218, 2.0, 92828, 2.0, 91312, 2.0, 
134711, 146886, 2.0, 93, 2.0, 9216, 2.0, 19857, 2.0, 66362, 2.0, 143693, 2.0, 125153, 2.0, 43570, 2.0, 19624, 2.0, 66188, 2.0, 
19100, 33160, 5.0, 230802, 5.0, 50, 5.0, 24480, 5.0, 3076, 5.0, 12, 5.0, 28143, 5.0, 8217, 5.0, 40692, 5.0, 21790, 5.0, 
903, 30381, 1.0, 19100, 1.0, 134711, 1.0, 132372, 1.0, 151247, 1.0, 146886, 1.0, 93, 1.0, 40770, 1.0, 164338, 1.0, 154086, 1.0, 
98778, 157354, 5.0, 84876, 5.0, 176494, 5.0, 39856, 4.0, 161417, 4.0, 40628, 4.0, 155703, 4.0, 36218, 4.0, 216132, 4.0, 155426, 4.0, 
8989, 98778, 1.0, 903, 1.0, 30381, 1.0, 19100, 1.0, 134711, 1.0, 132372, 1.0, 151247, 1.0, 146886, 1.0, 93, 1.0, 40770, 1.0, 
156138, 43015, 2.0, 98778, 2.0, 30381, 2.0, 19100, 2.0, 134711, 2.0, 146886, 2.0, 93, 2.0, 9216, 2.0, 19857, 2.0, 66362, 2.0, 
129051, 98778, 3.0, 43570, 3.0, 157354, 3.0, 155703, 3.0, 36218, 3.0, 178900, 3.0, 209685, 3.0, 155426, 3.0, 84876, 3.0, 168435, 3.0, 
6887, 113294, 3.0, 10, 3.0, 36218, 3.0, 5782, 3.0, 201808, 3.0, 278, 3.0, 230802, 3.0, 6249, 3.0, 68448, 3.0, 2655, 3.0, 
11170, 35677, 2.0, 19100, 2.0, 151247, 2.0, 146886, 2.0, 154086, 2.0, 66362, 2.0, 143693, 2.0, 173090, 2.0, 43570, 2.0, 66188, 2.0, 
67309, 11170, 1.0, 6887, 1.0, 129051, 1.0, 35677, 1.0, 156138, 1.0, 43015, 1.0, 8989, 1.0, 98778, 1.0, 903, 1.0, 30381, 1.0, 
8203, 19100, 3.0, 66188, 3.0, 15511, 3.0, 113294, 3.0, 33160, 3.0, 5782, 3.0, 201808, 3.0, 278, 3.0, 230802, 3.0, 27162, 3.0, 
42688, 8203, 1.0, 67309, 1.0, 11170, 1.0, 6887, 1.0, 129051, 1.0, 35677, 1.0, 156138, 1.0, 43015, 1.0, 8989, 1.0, 98778, 1.0, 
2655, 36218, 4.0, 230802, 4.0, 68448, 4.0, 463, 4.0, 2651, 4.0, 28143, 4.0, 8217, 4.0, 40692, 4.0, 34635, 4.0, 822, 3.0, 
126444, 2655, 1.0, 220, 1.0, 42688, 1.0, 8203, 1.0, 67309, 1.0, 11170, 1.0, 6887, 1.0, 129051, 1.0, 35677, 1.0, 156138, 1.0, 
904, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 43015, 2.0, 98778, 2.0, 30381, 2.0, 19100, 2.0, 134711, 2.0, 146886, 2.0, 
26566, 904, 2.0, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 43015, 2.0, 98778, 2.0, 30381, 2.0, 19100, 2.0, 134711, 2.0, 
129945, 26566, 1.0, 904, 1.0, 126444, 1.0, 2655, 1.0, 220, 1.0, 42688, 1.0, 8203, 1.0, 67309, 1.0, 11170, 1.0, 6887, 1.0, 
63740, 26566, 2.0, 904, 2.0, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 43015, 2.0, 98778, 2.0, 30381, 2.0, 19100, 2.0, 
119788, 205059, 4.0, 2511, 4.0, 224316, 4.0, 104162, 3.0, 167513, 3.0, 205637, 3.0, 31563, 3.0, 103686, 3.0, 125311, 3.0, 9220, 3.0, 
206859, 119788, 1.0, 63740, 1.0, 129945, 1.0, 26566, 1.0, 904, 1.0, 126444, 1.0, 2655, 1.0, 220, 1.0, 42688, 1.0, 8203, 1.0, 
31133, 63740, 2.0, 26566, 2.0, 904, 2.0, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 43015, 2.0, 98778, 2.0, 30381, 2.0, 
28, 2655, 2.0, 220, 2.0, 8203, 2.0, 6887, 2.0, 19100, 2.0, 93, 2.0, 9216, 2.0, 19857, 2.0, 66188, 2.0, 172, 2.0, 
191862, 157354, 3.0, 155703, 3.0, 84876, 3.0, 230802, 3.0, 176494, 3.0, 28023, 3.0, 65781, 3.0, 170042, 3.0, 37380, 3.0, 42215, 3.0, 
75476, 31133, 2.0, 63740, 2.0, 26566, 2.0, 904, 2.0, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 43015, 2.0, 98778, 2.0, 
46807, 19777, 1.0, 75476, 1.0, 154203, 1.0, 54138, 1.0, 191862, 1.0, 28, 1.0, 31133, 1.0, 206859, 1.0, 119788, 1.0, 63740, 1.0, 
9674, 98778, 2.0, 146886, 2.0, 93, 2.0, 9216, 2.0, 19857, 2.0, 66362, 2.0, 143693, 2.0, 173090, 2.0, 125153, 2.0, 66188, 2.0, 
154246, 19777, 2.0, 75476, 2.0, 31133, 2.0, 63740, 2.0, 26566, 2.0, 904, 2.0, 2655, 2.0, 129051, 2.0, 35677, 2.0, 156138, 2.0, 
185589, 176494, 3.0, 154203, 3.0, 119788, 3.0, 19100, 3.0, 151247, 3.0, 146886, 3.0, 154086, 3.0, 66362, 3.0, 143693, 3.0, 173090, 3.0, 
235488, 185589, 3.0, 176494, 3.0, 154203, 3.0, 119788, 3.0, 19100, 3.0, 151247, 3.0, 146886, 3.0, 154086, 3.0, 66362, 3.0, 143693, 3.0, 
28023, 157354, 5.0, 84876, 5.0, 230802, 5.0, 170042, 5.0, 224316, 5.0, 171623, 5.0, 234487, 4.0, 161417, 4.0, 167791, 4.0, 14996, 4.0, 
73761, 176494, 4.0, 19100, 4.0, 146886, 4.0, 66362, 4.0, 143693, 4.0, 43570, 4.0, 157354, 4.0, 33160, 4.0, 245638, 4.0, 178900, 4.0, 
40832, 73761, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 148949, 1.0, 185589, 1.0, 176494, 1.0, 154246, 1.0, 9674, 1.0, 46807, 1.0, 
172996, 122515, 1.0, 127023, 1.0, 40832, 1.0, 73761, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 148949, 1.0, 185589, 1.0, 176494, 1.0, 
160499, 172996, 1.0, 122515, 1.0, 127023, 1.0, 40832, 1.0, 73761, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 148949, 1.0, 185589, 1.0, 
70323, 157354, 6.0, 113294, 6.0, 84876, 6.0, 28143, 6.0, 121921, 6.0, 8217, 6.0, 108745, 6.0, 40692, 6.0, 120677, 6.0, 224316, 6.0, 
126996, 70323, 1.0, 160499, 1.0, 172996, 1.0, 122515, 1.0, 127023, 1.0, 40832, 1.0, 73761, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 
154509, 27162, 2.0, 70323, 2.0, 122515, 2.0, 148949, 2.0, 176494, 2.0, 9674, 2.0, 98778, 2.0, 146886, 2.0, 93, 2.0, 9216, 2.0, 
223953, 154509, 1.0, 27162, 1.0, 107529, 1.0, 126996, 1.0, 70323, 1.0, 160499, 1.0, 172996, 1.0, 122515, 1.0, 127023, 1.0, 40832, 1.0, 
117959, 148949, 3.0, 176494, 3.0, 98778, 3.0, 157354, 3.0, 40628, 3.0, 92828, 3.0, 216132, 3.0, 84876, 3.0, 181304, 3.0, 170042, 3.0, 
234669, 173064, 1.0, 97842, 1.0, 117959, 1.0, 62227, 1.0, 223953, 1.0, 154509, 1.0, 27162, 1.0, 107529, 1.0, 126996, 1.0, 70323, 1.0, 
146197, 234669, 1.0, 173064, 1.0, 97842, 1.0, 117959, 1.0, 62227, 1.0, 223953, 1.0, 154509, 1.0, 27162, 1.0, 107529, 1.0, 126996, 1.0, 
176816, 140620, 1.0, 146197, 1.0, 234669, 1.0, 173064, 1.0, 97842, 1.0, 117959, 1.0, 62227, 1.0, 223953, 1.0, 154509, 1.0, 27162, 1.0, 
85243, 176816, 1.0, 140620, 1.0, 146197, 1.0, 234669, 1.0, 173064, 1.0, 97842, 1.0, 117959, 1.0, 62227, 1.0, 223953, 1.0, 154509, 1.0, 
65781, 176494, 4.0, 157354, 4.0, 155703, 4.0, 84876, 4.0, 230802, 4.0, 170042, 4.0, 27173, 4.0, 171623, 4.0, 144592, 3.0, 49, 3.0, 
127127, 65781, 1.0, 85243, 1.0, 176816, 1.0, 140620, 1.0, 146197, 1.0, 234669, 1.0, 173064, 1.0, 97842, 1.0, 117959, 1.0, 62227, 1.0, 
50, 24480, 6.0, 3076, 6.0, 28143, 6.0, 8217, 6.0, 40692, 6.0, 27173, 6.0, 822, 5.0, 25554, 5.0, 14996, 5.0, 31627, 5.0, 
42487, 50, 4.0, 27162, 4.0, 19100, 4.0, 15511, 4.0, 113294, 4.0, 33160, 4.0, 5782, 4.0, 201808, 4.0, 278, 4.0, 230802, 4.0, 
102835, 42487, 1.0, 50, 1.0, 110327, 1.0, 127127, 1.0, 65781, 1.0, 85243, 1.0, 176816, 1.0, 140620, 1.0, 146197, 1.0, 234669, 1.0, 
143884, 107529, 2.0, 70323, 2.0, 54043, 2.0, 176494, 2.0, 129051, 2.0, 98778, 2.0, 43570, 2.0, 65244, 2.0, 168679, 2.0, 157354, 2.0, 
154443, 129622, 3.0, 42487, 3.0, 50, 3.0, 110327, 3.0, 140620, 3.0, 97842, 3.0, 27162, 3.0, 107529, 3.0, 70323, 3.0, 122515, 3.0, 
176558, 154443, 1.0, 143884, 1.0, 129622, 1.0, 102835, 1.0, 42487, 1.0, 50, 1.0, 110327, 1.0, 127127, 1.0, 65781, 1.0, 85243, 1.0, 
167698, 463, 2.0, 129622, 2.0, 27162, 2.0, 107529, 2.0, 70323, 2.0, 28023, 2.0, 54043, 2.0, 154203, 2.0, 2655, 2.0, 6887, 2.0, 
73316, 167698, 1.0, 463, 1.0, 96848, 1.0, 176558, 1.0, 154443, 1.0, 143884, 1.0, 129622, 1.0, 102835, 1.0, 42487, 1.0, 50, 1.0, 
199, 2093, 1.0, 73316, 1.0, 167698, 1.0, 463, 1.0, 96848, 1.0, 176558, 1.0, 154443, 1.0, 143884, 1.0, 129622, 1.0, 102835, 1.0, 
156496, 205059, 1.0, 199, 1.0, 2093, 1.0, 73316, 1.0, 167698, 1.0, 463, 1.0, 96848, 1.0, 176558, 1.0, 154443, 1.0, 143884, 1.0, 
46, 463, 3.0, 50, 3.0, 2655, 3.0, 19100, 3.0, 93, 3.0, 9216, 3.0, 19857, 3.0, 66188, 3.0, 33160, 3.0, 45315, 3.0, 
154386, 167698, 2.0, 463, 2.0, 129622, 2.0, 27162, 2.0, 107529, 2.0, 70323, 2.0, 28023, 2.0, 54043, 2.0, 154203, 2.0, 2655, 2.0, 
230, 154386, 1.0, 46, 1.0, 156496, 1.0, 205059, 1.0, 199, 1.0, 2093, 1.0, 73316, 1.0, 167698, 1.0, 463, 1.0, 96848, 1.0, 
531, 46, 2.0, 463, 2.0, 96848, 2.0, 50, 2.0, 65781, 2.0, 107529, 2.0, 122515, 2.0, 73761, 2.0, 148949, 2.0, 176494, 2.0, 
25568, 46, 3.0, 463, 3.0, 50, 3.0, 2655, 3.0, 19100, 3.0, 93, 3.0, 9216, 3.0, 19857, 3.0, 66188, 3.0, 33160, 3.0, 
23985, 25568, 1.0, 531, 1.0, 230, 1.0, 154386, 1.0, 46, 1.0, 156496, 1.0, 205059, 1.0, 199, 1.0, 2093, 1.0, 73316, 1.0, 
176920, 129622, 2.0, 50, 2.0, 110327, 2.0, 117959, 2.0, 154509, 2.0, 27162, 2.0, 70323, 2.0, 122515, 2.0, 148949, 2.0, 176494, 2.0, 
125, 118, 2.0, 25568, 2.0, 531, 2.0, 46, 2.0, 463, 2.0, 96848, 2.0, 50, 2.0, 65781, 2.0, 107529, 2.0, 122515, 2.0, 
80006, 125, 1.0, 172386, 1.0, 118, 1.0, 176920, 1.0, 244992, 1.0, 23985, 1.0, 25568, 1.0, 531, 1.0, 230, 1.0, 154386, 1.0, 
175199, 125, 2.0, 118, 2.0, 25568, 2.0, 531, 2.0, 46, 2.0, 463, 2.0, 96848, 2.0, 50, 2.0, 65781, 2.0, 107529, 2.0, 
163413, 96848, 3.0, 50, 3.0, 65781, 3.0, 107529, 3.0, 122515, 3.0, 73761, 3.0, 176494, 3.0, 35677, 3.0, 19100, 3.0, 146886, 3.0, 
194607, 107529, 5.0, 176494, 5.0, 43570, 5.0, 157354, 5.0, 178900, 5.0, 155426, 5.0, 84876, 5.0, 230802, 5.0, 69789, 5.0, 172818, 5.0, 
133632, 194607, 1.0, 181304, 1.0, 126792, 1.0, 163413, 1.0, 21763, 1.0, 175199, 1.0, 80006, 1.0, 125, 1.0, 172386, 1.0, 118, 1.0, 
157809, 126042, 3.0, 194607, 3.0, 244992, 3.0, 205059, 3.0, 154443, 3.0, 129622, 3.0, 42487, 3.0, 50, 3.0, 110327, 3.0, 140620, 3.0, 
66589, 126042, 2.0, 181304, 2.0, 172386, 2.0, 176920, 2.0, 129622, 2.0, 50, 2.0, 110327, 2.0, 117959, 2.0, 154509, 2.0, 27162, 2.0, 
195421, 194607, 3.0, 107529, 3.0, 176494, 3.0, 129051, 3.0, 98778, 3.0, 43570, 3.0, 157354, 3.0, 155703, 3.0, 36218, 3.0, 178900, 3.0, 
72321, 129622, 4.0, 27162, 4.0, 107529, 4.0, 70323, 4.0, 28023, 4.0, 54043, 4.0, 154203, 4.0, 43570, 4.0, 157354, 4.0, 206718, 4.0, 
5406, 21241, 1.0, 72321, 1.0, 195421, 1.0, 66589, 1.0, 157809, 1.0, 126042, 1.0, 133632, 1.0, 194607, 1.0, 181304, 1.0, 126792, 1.0, 
15363, 72321, 3.0, 157809, 3.0, 126042, 3.0, 194607, 3.0, 244992, 3.0, 205059, 3.0, 154443, 3.0, 129622, 3.0, 42487, 3.0, 50, 3.0, 
50768, 15363, 1.0, 5406, 1.0, 21241, 1.0, 72321, 1.0, 195421, 1.0, 66589, 1.0, 157809, 1.0, 126042, 1.0, 133632, 1.0, 194607, 1.0, 
12942, 27162, 5.0, 113294, 5.0, 5782, 5.0, 201808, 5.0, 278, 5.0, 230802, 5.0, 28143, 5.0, 8217, 5.0, 40692, 5.0, 224316, 5.0, 
153425, 12942, 1.0, 50768, 1.0, 15363, 1.0, 5406, 1.0, 21241, 1.0, 72321, 1.0, 195421, 1.0, 66589, 1.0, 157809, 1.0, 126042, 1.0, 
183840, 12942, 3.0, 15363, 3.0, 72321, 3.0, 157809, 3.0, 126042, 3.0, 194607, 3.0, 244992, 3.0, 205059, 3.0, 154443, 3.0, 129622, 3.0, 
73070, 195421, 2.0, 194607, 2.0, 126792, 2.0, 163413, 2.0, 21763, 2.0, 175199, 2.0, 125, 2.0, 118, 2.0, 25568, 2.0, 531, 2.0, 
158109, 73070, 1.0, 183840, 1.0, 153425, 1.0, 12942, 1.0, 50768, 1.0, 15363, 1.0, 5406, 1.0, 21241, 1.0, 72321, 1.0, 195421, 1.0, 
31497, 21763, 3.0, 118, 3.0, 25568, 3.0, 46, 3.0, 463, 3.0, 50, 3.0, 2655, 3.0, 19100, 3.0, 93, 3.0, 9216, 3.0, 
37120, 164928, 2.0, 31497, 2.0, 70149, 2.0, 73070, 2.0, 195421, 2.0, 194607, 2.0, 126792, 2.0, 163413, 2.0, 21763, 2.0, 175199, 2.0, 
157789, 30549, 1.0, 37120, 1.0, 164928, 1.0, 31497, 1.0, 70149, 1.0, 158109, 1.0, 73070, 1.0, 183840, 1.0, 153425, 1.0, 12942, 1.0, 
94480, 157789, 1.0, 30549, 1.0, 37120, 1.0, 164928, 1.0, 31497, 1.0, 70149, 1.0, 158109, 1.0, 73070, 1.0, 183840, 1.0, 153425, 1.0, 
141572, 164928, 5.0, 194607, 5.0, 107529, 5.0, 176494, 5.0, 43570, 5.0, 157354, 5.0, 178900, 5.0, 155426, 5.0, 84876, 5.0, 230802, 5.0, 
172546, 141572, 2.0, 37120, 2.0, 164928, 2.0, 31497, 2.0, 70149, 2.0, 73070, 2.0, 195421, 2.0, 194607, 2.0, 126792, 2.0, 163413, 2.0, 
75358, 172546, 1.0, 141572, 1.0, 94480, 1.0, 157789, 1.0, 30549, 1.0, 37120, 1.0, 164928, 1.0, 31497, 1.0, 70149, 1.0, 158109, 1.0, 
144041, 172546, 2.0, 141572, 2.0, 37120, 2.0, 164928, 2.0, 31497, 2.0, 70149, 2.0, 73070, 2.0, 195421, 2.0, 194607, 2.0, 126792, 2.0, 
30241, 141572, 2.0, 30549, 2.0, 164928, 2.0, 195421, 2.0, 194607, 2.0, 181304, 2.0, 244992, 2.0, 205059, 2.0, 143884, 2.0, 107529, 2.0, 
101020, 30241, 1.0, 144041, 1.0, 75358, 1.0, 172546, 1.0, 141572, 1.0, 94480, 1.0, 157789, 1.0, 30549, 1.0, 37120, 1.0, 164928, 1.0, 
42910, 144041, 2.0, 172546, 2.0, 141572, 2.0, 37120, 2.0, 164928, 2.0, 31497, 2.0, 70149, 2.0, 73070, 2.0, 195421, 2.0, 194607, 2.0, 
181501, 42910, 1.0, 101020, 1.0, 30241, 1.0, 144041, 1.0, 75358, 1.0, 172546, 1.0, 141572, 1.0, 94480, 1.0, 157789, 1.0, 30549, 1.0, 
90040, 141572, 3.0, 30549, 3.0, 164928, 3.0, 70149, 3.0, 183840, 3.0, 12942, 3.0, 15363, 3.0, 72321, 3.0, 157809, 3.0, 126042, 3.0, 
24480, 50, 6.0, 3076, 6.0, 28143, 6.0, 8217, 6.0, 40692, 6.0, 27173, 6.0, 822, 5.0, 25554, 5.0, 14996, 5.0, 31627, 5.0, 
156853, 24480, 1.0, 90040, 1.0, 181501, 1.0, 42910, 1.0, 101020, 1.0, 30241, 1.0, 144041, 1.0, 75358, 1.0, 172546, 1.0, 141572, 1.0, 
2987, 156853, 1.0, 24480, 1.0, 90040, 1.0, 181501, 1.0, 42910, 1.0, 101020, 1.0, 30241, 1.0, 144041, 1.0, 75358, 1.0, 172546, 1.0, 
23094, 2987, 1.0, 156853, 1.0, 24480, 1.0, 90040, 1.0, 181501, 1.0, 42910, 1.0, 101020, 1.0, 30241, 1.0, 144041, 1.0, 75358, 1.0, 
147299, 23094, 1.0, 2987, 1.0, 156853, 1.0, 24480, 1.0, 90040, 1.0, 181501, 1.0, 42910, 1.0, 101020, 1.0, 30241, 1.0, 144041, 1.0, 
43264, 24480, 3.0, 90040, 3.0, 141572, 3.0, 30549, 3.0, 164928, 3.0, 70149, 3.0, 183840, 3.0, 12942, 3.0, 15363, 3.0, 72321, 3.0, 
34169, 43264, 1.0, 147299, 1.0, 23094, 1.0, 2987, 1.0, 156853, 1.0, 24480, 1.0, 90040, 1.0, 181501, 1.0, 42910, 1.0, 101020, 1.0, 
44163, 2651, 3.0, 24480, 3.0, 31497, 3.0, 21763, 3.0, 118, 3.0, 25568, 3.0, 46, 3.0, 463, 3.0, 50, 3.0, 2655, 3.0, 
106662, 44163, 2.0, 2651, 2.0, 24480, 2.0, 42910, 2.0, 144041, 2.0, 172546, 2.0, 141572, 2.0, 37120, 2.0, 164928, 2.0, 31497, 2.0, 
36811, 555, 2.0, 59753, 2.0, 106662, 2.0, 44163, 2.0, 2651, 2.0, 24480, 2.0, 42910, 2.0, 144041, 2.0, 172546, 2.0, 141572, 2.0, 
219708, 30241, 2.0, 141572, 2.0, 30549, 2.0, 164928, 2.0, 195421, 2.0, 194607, 2.0, 181304, 2.0, 244992, 2.0, 205059, 2.0, 143884, 2.0, 
154259, 36811, 2.0, 555, 2.0, 59753, 2.0, 106662, 2.0, 44163, 2.0, 2651, 2.0, 24480, 2.0, 42910, 2.0, 144041, 2.0, 172546, 2.0, 
127997, 228341, 3.0, 3076, 3.0, 43264, 3.0, 24480, 3.0, 90040, 3.0, 141572, 3.0, 30549, 3.0, 164928, 3.0, 70149, 3.0, 183840, 3.0, 
143519, 3076, 4.0, 24480, 4.0, 141572, 4.0, 164928, 4.0, 70149, 4.0, 194607, 4.0, 50, 4.0, 107529, 4.0, 122515, 4.0, 73761, 4.0, 
91536, 3076, 3.0, 141572, 3.0, 164928, 3.0, 195421, 3.0, 194607, 3.0, 107529, 3.0, 176494, 3.0, 129051, 3.0, 98778, 3.0, 43570, 3.0, 
187680, 91536, 1.0, 143519, 1.0, 176396, 1.0, 127997, 1.0, 228341, 1.0, 3076, 1.0, 154259, 1.0, 219708, 1.0, 36811, 1.0, 555, 1.0, 
